2022-04-10 11:59:51,303: Key.alt_l
2022-04-10 12:00:17,279: 'h'
2022-04-10 12:00:17,381: 'e'
2022-04-10 12:00:17,448: 'y'
2022-04-10 12:00:17,538: Key.space
2022-04-10 12:00:17,617: 'g'
2022-04-10 12:00:17,676: 'u'
2022-04-10 12:00:17,819: 'y'
2022-04-10 12:00:17,922: 's'
2022-04-10 12:00:18,022: Key.space
2022-04-10 12:00:18,145: 't'
2022-04-10 12:00:18,291: 'h'
2022-04-10 12:00:18,382: 'i'
2022-04-10 12:00:18,508: 's'
2022-04-10 12:00:18,550: Key.space
2022-04-10 12:00:18,642: 'i'
2022-04-10 12:00:18,775: 's'
2022-04-10 12:00:18,854: Key.space
2022-04-10 12:00:18,979: 's'
2022-04-10 12:00:19,034: 'i'
2022-04-10 12:00:19,124: 'd'
2022-04-10 12:00:21,352: Key.backspace
2022-04-10 12:00:21,862: Key.backspace
2022-04-10 12:00:21,894: Key.backspace
2022-04-10 12:00:21,926: Key.backspace
2022-04-10 12:00:21,958: Key.backspace
2022-04-10 12:00:21,990: Key.backspace
2022-04-10 12:00:22,022: Key.backspace
2022-04-10 12:00:22,054: Key.backspace
2022-04-10 12:00:22,086: Key.backspace
2022-04-10 12:00:22,118: Key.backspace
2022-04-10 12:00:22,150: Key.backspace
2022-04-10 12:00:22,182: Key.backspace
2022-04-10 12:00:22,214: Key.backspace
2022-04-10 12:00:22,262: Key.backspace
2022-04-10 12:00:22,294: Key.backspace
2022-04-10 12:00:22,326: Key.backspace
2022-04-10 12:00:22,358: Key.backspace
2022-04-10 12:00:22,390: Key.backspace
2022-04-10 12:00:22,422: Key.backspace
2022-04-10 12:00:22,454: Key.backspace
2022-04-10 12:00:22,486: Key.backspace
2022-04-10 12:00:22,518: Key.backspace
2022-04-10 12:00:22,550: Key.backspace
2022-04-10 12:00:22,582: Key.backspace
2022-04-10 12:00:22,614: Key.backspace
